"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"2014-06-10","Troutdale, Oregon","2","1","At around 8:30&#160;a.m. shots were fired at <a href='https://en.wikipedia.org/wiki/Reynolds_High_School_(Troutdale,_Oregon)' title='Reynolds High School (Troutdale, Oregon)'>Reynolds High School</a>. 14-year-old freshman Emilio Hoffman was killed, a physical education teacher was injured, and the gunman, 15-year-old Jared Padgett, exchanged gunfire with police officers and then committed suicide in a restroom stall.<sup id='cite_ref-FOOTNOTECrews20164_404-4' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20164-404'>[404]</a></sup><sup id='cite_ref-475' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-475'>[475]</a></sup>","June 10, 2014","Tuesday","June","2014","Oregon"
"2014-09-09","Miami, Florida","0","1","Towards the end of the school day, one alternative school student in Miami was shot as a small group of students tussled. The injury was minor, requiring hospitalization, and five young adults were later questioned.<sup id='cite_ref-476' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-476'>[476]</a></sup>","September 9, 2014","Tuesday","September","2014","Florida"
"2014-09-11","Taylorsville, Utah","0","1","An elementary school teacher with a concealed weapon permit had her gun fire accidentally in a faculty bathroom. The bullet shattered a toilet, and fragments of both the bullet and the porcelain injured her leg.<sup id='cite_ref-477' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-477'>[477]</a></sup>","September 11, 2014","Thursday","September","2014","Utah"
"2014-09-27","Terre Haute, Indiana","0","1","A 20-year-old <a href='https://en.wikipedia.org/wiki/Indiana_State_University' title='Indiana State University'>Indiana State University</a> student was shot by another student on Saturday inside a residence hall. The injuries were not fatal, and a full recovery was expected. The shooter was arrested on the following day.<sup id='cite_ref-478' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-478'>[478]</a></sup>","September 27, 2014","Saturday","September","2014","Indiana"
"2014-09-30","Albemarle, North Carolina","0","1","Two students got in an argument at <a href='https://en.wikipedia.org/wiki/Albemarle_High_School_(North_Carolina)' class='mw-redirect' title='Albemarle High School (North Carolina)'>Albemarle High School</a> around 7:30&#160;a.m. on Tuesday, and one of the students shot the other twice including once in the leg. The student who committed the shooting was allegedly involved in a stabbing of a football player last year at West Montgomery High School, which is only 20 miles (32&#160;km) away in Mount Gilead, North Carolina. The school had held an active shooter training over the summer, which prepared the school for this incident.<sup id='cite_ref-479' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-479'>[479]</a></sup>","September 30, 2014","Tuesday","September","2014","North Carolina"
"2014-09-30","Louisville, Kentucky","0","1","One student was injured at <a href='https://en.wikipedia.org/wiki/Fern_Creek_Traditional_High_School' class='mw-redirect' title='Fern Creek Traditional High School'>Fern Creek Traditional High School</a>. The incident occurred around 1&#160;p.m., reportedly after student became enraged in a hallway and pulled out a gun. The student was arrested later that day.<sup id='cite_ref-480' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-480'>[480]</a></sup>","September 30, 2014","Tuesday","September","2014","Kentucky"
"2014-10-03","Fairburn, Georgia","1","0","After a homecoming football game, a fatal shooting of 17-year-old Kristofer Hunter, occurred in the Langston Hughes High School parking lot. The assailant, 18-year-old Eric Dana Johnson Jr., turned himself in a week later.<sup id='cite_ref-481' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-481'>[481]</a></sup>","October 3, 2014","Friday","October","2014","Georgia"
"2014-10-24","Marysville, Washington","5","1","<a href='https://en.wikipedia.org/wiki/Marysville_Pilchuck_High_School_shooting' title='Marysville Pilchuck High School shooting'>Marysville Pilchuck High School shooting</a>. 15-year-old freshman, Jaylen Fryberg, shot five students in the school cafeteria of <a href='https://en.wikipedia.org/wiki/Marysville_Pilchuck_High_School' title='Marysville Pilchuck High School'>Marysville Pilchuck High School</a>, fatally wounding four, before committing suicide.<sup id='cite_ref-FOOTNOTECrews20164_404-5' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20164-404'>[404]</a></sup><sup id='cite_ref-482' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-482'>[482]</a></sup>","October 24, 2014","Friday","October","2014","Washington"
"2014-11-20","Tallahassee, Florida","1","3","At around 12:40&#160;a.m. EST, a gunman opened fired in or near the Strozier Library at <a href='https://en.wikipedia.org/wiki/Florida_State_University' title='Florida State University'>Florida State University</a>. Three people suffered gunshot injuries and were taken to a local area hospital. One was in critical condition, another was in good condition, and the third was shortly released after treatment. The gunman, later identified as Myron May, an alumnus from the school, started firing towards responding police officers and was fatally shot by them on the steps of the library.<sup id='cite_ref-483' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-483'>[483]</a></sup>","November 20, 2014","Thursday","November","2014","Florida"
"2014-11-20","Miami, Florida","1","1","Two teens were shot during a fight at <a href='https://en.wikipedia.org/wiki/Miami_Carol_City_High_School' class='mw-redirect' title='Miami Carol City High School'>Miami Carol City High School</a>. One of the boys died.<sup id='cite_ref-484' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-484'>[484]</a></sup>","November 20, 2014","Thursday","November","2014","Florida"
"2014-12-05","Claremore, Oklahoma","1","0","38-year-old Thomas Floyd Fees, a former Tulsa police officer, fired two gunshots the campus of <a href='https://en.wikipedia.org/wiki/Rogers_State_University' title='Rogers State University'>Rogers State University</a> before committing suicide. He had previously been arrested the day before for entering a female student's dormitory room with observable intent to commit a sexual assault.<sup id='cite_ref-485' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-485'>[485]</a></sup>","December 5, 2014","Friday","December","2014","Oklahoma"
"2014-12-12","Portland, Oregon","0","4","<a href='https://en.wikipedia.org/wiki/Rosemary_Anderson_High_School_shooting' class='mw-redirect' title='Rosemary Anderson High School shooting'>Rosemary Anderson High School shooting</a>: A gunman shot three students and a man outside Rosemary Anderson High School in north Portland. A 16-year-old girl was in critical condition, while the others suffered minor injuries. Two men, aged eighteen and twenty-two, were arrested in connection with the shooting.<sup id='cite_ref-486' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-486'>[486]</a></sup>","December 12, 2014","Friday","December","2014","Oregon"
"2015-01-15","Milwaukee, Wisconsin","0","3","A 15-year-old boy, a student's father, and a teacher were each injured in the school parking lot at <a href='https://en.wikipedia.org/wiki/Wisconsin_Lutheran_High_School' title='Wisconsin Lutheran High School'>Wisconsin Lutheran High School</a>. The student had unspecified injuries that were treated. The father was shot in the knee and the teacher was grazed in the toe. A 36-year-old man was charged in the shooting.<sup id='cite_ref-487' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-487'>[487]</a></sup>","January 15, 2015","Thursday","January","2015","Wisconsin"
"2015-01-16","Ocala, Florida","0","2","Two were injured in gunfire that occurred after a Friday night basketball game. One was injured directly by a bullet, the other by ricocheting glass.<sup id='cite_ref-488' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-488'>[488]</a></sup>","January 16, 2015","Friday","January","2015","Florida"
"2015-02-04","Frederick, Maryland","0","2","Two students were shot near the gymnasium of <a href='https://en.wikipedia.org/wiki/Frederick_High_School' title='Frederick High School'>Frederick High School</a> during a junior varsity (JV) boys' basketball game. Approximately two hundred students, staff, and faculty were placed on lockdown for several hours after the shooting while police searched for the suspects. No suspects have been apprehended, although witnesses report seeing four black males dressed all in black who are considered by police to be suspects in this shooting.<sup id='cite_ref-489' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-489'>[489]</a></sup>","February 4, 2015","Wednesday","February","2015","Maryland"
"2015-02-14","Merced, California","1","0","A teenager was found killed in the parking lot of Tenaya Middle School. The shooting was reported to have occurred after school hours.<sup id='cite_ref-490' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-490'>[490]</a></sup>","February 14, 2015","Saturday","February","2015","California"
"2015-02-23","Daytona Beach, Florida","0","3","Two students argued outside the music building at <a href='https://en.wikipedia.org/wiki/Bethune-Cookman_University' class='mw-redirect' title='Bethune-Cookman University'>Bethune-Cookman University</a> when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.<sup id='cite_ref-491' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-491'>[491]</a></sup>","February 23, 2015","Monday","February","2015","Florida"
"2015-03-30","University City, Missouri","0","1","Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.<sup id='cite_ref-492' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-492'>[492]</a></sup>","March 30, 2015","Monday","March","2015","Missouri"
"2015-04-13","Goldsboro, North Carolina","1","0","A faculty member was killed with a rifle in the school library of <a href='https://en.wikipedia.org/wiki/Wayne_Community_College' title='Wayne Community College'>Wayne Community College</a>. The suspected 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.<sup id='cite_ref-493' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-493'>[493]</a></sup>","April 13, 2015","Monday","April","2015","North Carolina"
"2015-04-16","Paradis, Louisiana","0","1","A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.<sup id='cite_ref-494' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-494'>[494]</a></sup>","April 16, 2015","Thursday","April","2015","Louisiana"
"2015-04-27","Lacey, Washington","0","0","A 15-year-old student at <a href='https://en.wikipedia.org/wiki/North_Thurston_High_School' title='North Thurston High School'>North Thurston High School</a> walked into the commons area and fired two shots into the ceiling from a .357 magnum pistol. Brady Olson, a teacher at the school, was able to tackle the student before they could turn the gun on other students. No one was injured or killed. The student is facing charges of firing and possessing a gun on school property.<sup id='cite_ref-495' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-495'>[495]</a></sup>","April 27, 2015","Monday","April","2015","Washington"
"2015-05-12","Jacksonville, Florida","0","2","Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.<sup id='cite_ref-496' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-496'>[496]</a></sup>","May 12, 2015","Tuesday","May","2015","Florida"
"2015-05-24","Flint, Michigan","0","7","In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.<sup id='cite_ref-497' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-497'>[497]</a></sup>","May 24, 2015","Sunday","May","2015","Michigan"
"2015-08-27","Savannah, Georgia","1","0","22-year-old student Christopher Starks was fatally shot in a student union building at <a href='https://en.wikipedia.org/wiki/Savannah_State_University' title='Savannah State University'>Savannah State University</a>. The shooter has not been identified.<sup id='cite_ref-498' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-498'>[498]</a></sup>","August 27, 2015","Thursday","August","2015","Georgia"
"2015-09-03","Sacramento, California","1","2","A man was arguing with at least one other person escalated into a physical fight on the parking lot of <a href='https://en.wikipedia.org/wiki/Sacramento_City_College' title='Sacramento City College'>Sacramento City College</a>. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspect has not been arrested.<sup id='cite_ref-499' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-499'>[499]</a></sup>","September 3, 2015","Thursday","September","2015","California"
"2015-09-14","Cleveland, Mississippi","2","0","A geography professor at Delta State University fatally shot a fellow history professor. The geography professor was chased by police and eventually died of a self-inflicted gunshot wound.<sup id='cite_ref-500' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-500'>[500]</a></sup>","September 14, 2015","Monday","September","2015","Mississippi"
"2015-09-30","Harrisburg, South Dakota","0","1","A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, a 16-year-old student at the school, was taken into custody and is charged with first-degree attempted murder.<sup id='cite_ref-501' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-501'>[501]</a></sup>","September 30, 2015","Wednesday","September","2015","South Dakota"
"2015-10-01","Roseburg, Oregon","10","9","<a href='https://en.wikipedia.org/wiki/Umpqua_Community_College_shooting' title='Umpqua Community College shooting'>Umpqua Community College shooting</a>: At around 10:40&#160;a.m. PDT, a gunman, identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on the <a href='https://en.wikipedia.org/wiki/Umpqua_Community_College' title='Umpqua Community College'>Umpqua Community College</a> campus, killing eight students and one teacher, and injuring nine others. Mercer then committed suicide after engaging responding police officers in a brief gunfight.<sup id='cite_ref-502' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-502'>[502]</a></sup>","October 1, 2015","Thursday","October","2015","Oregon"
"2015-10-09","Flagstaff, Arizona","1","3","One student died and three others were wounded in a shooting at <a href='https://en.wikipedia.org/wiki/Northern_Arizona_University' title='Northern Arizona University'>Northern Arizona University</a>. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.<sup id='cite_ref-503' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-503'>[503]</a></sup>","October 9, 2015","Friday","October","2015","Arizona"
"2015-10-09","Houston, Texas","1","1","One person died and another person was injured after someone opened fire outside a <a href='https://en.wikipedia.org/wiki/Texas_Southern_University' title='Texas Southern University'>Texas Southern University</a> dorm.<sup id='cite_ref-504' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-504'>[504]</a></sup>","October 9, 2015","Friday","October","2015","Texas"
"2015-10-22","Nashville, Tennessee","1","3","One person was killed and three others were wounded in a shooting at an outdoor courtyard at <a href='https://en.wikipedia.org/wiki/Tennessee_State_University' title='Tennessee State University'>Tennessee State University</a>. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.<sup id='cite_ref-505' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-505'>[505]</a></sup>","October 22, 2015","Thursday","October","2015","Tennessee"
"2015-11-01","Winston-Salem, North Carolina","1","1","One person died and another person was injured after someone opened fire on the campus of <a href='https://en.wikipedia.org/wiki/Winston-Salem_State_University' title='Winston-Salem State University'>Winston-Salem State University</a>. A 21-year-old non-student suspect is sought.<sup id='cite_ref-506' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-506'>[506]</a></sup>","November 1, 2015","Sunday","November","2015","North Carolina"
"2015-11-20","North Las Vegas, Nevada","1","0","A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of <a href='https://en.wikipedia.org/wiki/Mojave_High_School' title='Mojave High School'>Mojave High School</a>.<sup id='cite_ref-507' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-507'>[507]</a></sup>","November 20, 2015","Friday","November","2015","Nevada"
"2016-01-22","Indianapolis, Indiana","0","1","A 15-year-old male was shot in the leg and injured during a night-time basketball game at <a href='https://en.wikipedia.org/wiki/Lawrence_Central_High_School' title='Lawrence Central High School'>Lawrence Central High School</a>.<sup id='cite_ref-508' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-508'>[508]</a></sup>","January 22, 2016","Friday","January","2016","Indiana"
"2016-01-29","Philadelphia, Pennsylvania","0","0","A gunshot was fired during a fight in a stairwell at <a href='https://en.wikipedia.org/wiki/Benjamin_Franklin_High_School_(Philadelphia)' title='Benjamin Franklin High School (Philadelphia)'>Franklin High School</a>, and no injuries were reported. Three people were detained.<sup id='cite_ref-509' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-509'>[509]</a></sup>","January 29, 2016","Friday","January","2016","Pennsylvania"
"2016-02-09","Muskegon Heights, Michigan","0","4","Four people, including two students, were injured during a basketball game event in the parking lot of <a href='https://en.wikipedia.org/wiki/Muskegon_Heights_High_School' title='Muskegon Heights High School'>Muskegon Heights High School</a>.<sup id='cite_ref-510' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-510'>[510]</a></sup>","February 9, 2016","Tuesday","February","2016","Michigan"
"2016-02-12","Glendale, Arizona","2","0","Two 15-year-old girls died in an apparent <a href='https://en.wikipedia.org/wiki/Murder-Suicide' class='mw-redirect' title='Murder-Suicide'>Murder-Suicide</a> at <a href='https://en.wikipedia.org/wiki/Independence_High_School_(Glendale,_Arizona)' title='Independence High School (Glendale, Arizona)'>Independence High School</a>.<sup id='cite_ref-511' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-511'>[511]</a></sup>","February 12, 2016","Friday","February","2016","Arizona"
"2016-02-29","Middletown, Ohio","0","4","15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in the <a href='https://en.wikipedia.org/wiki/Madison_High_School_(Middletown,_Ohio)' title='Madison High School (Middletown, Ohio)'>Madison High School</a> cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.<sup id='cite_ref-512' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-512'>[512]</a></sup> Hancock was apprehended in a nearby wooded field.<sup id='cite_ref-513' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-513'>[513]</a></sup>","February 29, 2016","Monday","February","2016","Ohio"
"2016-04-23","Antigo, Wisconsin","1","2","Two students at a prom at <a href='https://en.wikipedia.org/w/index.php?title=Antigo_High_School&amp;action=edit&amp;redlink=1' class='new' title='Antigo High School (page does not exist)'>Antigo High School</a> were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital.","April 23, 2016","Saturday","April","2016","Wisconsin"
"2016-06-01","Los Angeles, California","2","0","<a href='https://en.wikipedia.org/wiki/2016_UCLA_shooting' title='2016 UCLA shooting'>2016 UCLA shooting</a>. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at <a href='https://en.wikipedia.org/wiki/UCLA' class='mw-redirect' title='UCLA'>UCLA</a>. Sarkar then killed himself. Sarkar, who lived in <a href='https://en.wikipedia.org/wiki/Minnesota' title='Minnesota'>Minnesota</a>, also killed his former wife, Ashley Hasti, age 31, in her <a href='https://en.wikipedia.org/wiki/Brooklyn_Park,_Minnesota' title='Brooklyn Park, Minnesota'>Brooklyn Park, Minnesota</a> home.<sup id='cite_ref-514' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-514'>[514]</a></sup><sup id='cite_ref-515' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-515'>[515]</a></sup>","June 1, 2016","Wednesday","June","2016","California"
"2016-06-08","Dorchester, Massachusetts","1","3","One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.<sup id='cite_ref-516' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-516'>[516]</a></sup>","June 8, 2016","Wednesday","June","2016","Massachusetts"
"2016-09-09","Alpine, Texas","1","2","A 14-year-old female student shot a 16-year-old girl in an <a href='https://en.wikipedia.org/wiki/Alpine_High_School' title='Alpine High School'>Alpine High School</a> restroom before committing suicide. A police officer accidentally shot another officer during the incident.","September 9, 2016","Friday","September","2016","Texas"
"2016-09-28","Townville, South Carolina","2","2","<a href='https://en.wikipedia.org/wiki/Townville_Elementary_School_shooting' title='Townville Elementary School shooting'>Townville Elementary School shooting</a>: Two students and one teacher were wounded after a teen opened fire at Townville Elementary School. The suspect's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.<sup id='cite_ref-517' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-517'>[517]</a></sup><sup id='cite_ref-518' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-518'>[518]</a></sup>","September 28, 2016","Wednesday","September","2016","South Carolina"
"2016-10-11","Mobile, Alabama","0","1","A student was shot in the abdomen and wounded at <a href='https://en.wikipedia.org/wiki/Vigor_High_School' title='Vigor High School'>Vigor High School</a>. The suspect, a 16-year-old boy, turned himself in and was charged with assault.<sup id='cite_ref-519' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-519'>[519]</a></sup>","October 11, 2016","Tuesday","October","2016","Alabama"
"2016-10-13","Columbus, Ohio","0","2","Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder, and the other shot in the chest, and were hospitalized in stable condition.<sup id='cite_ref-520' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-520'>[520]</a></sup>","October 13, 2016","Thursday","October","2016","Ohio"
"2016-10-18","San Francisco, California","0","4","Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries. .<sup id='cite_ref-521' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-521'>[521]</a></sup> Two people were arrested in the shooting.<sup id='cite_ref-522' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-522'>[522]</a></sup>","October 18, 2016","Tuesday","October","2016","California"
"2016-10-25","Sandy, Utah","0","1","Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14 year old shot the 16 year old twice. He was sent to the hospital in critical but stable condition.<sup id='cite_ref-523' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-523'>[523]</a></sup>","October 25, 2016","Tuesday","October","2016","Utah"
"2016-12-01","Bountiful, Utah","0","0","At <a href='https://en.wikipedia.org/wiki/Davis_School_District' title='Davis School District'>Mueller Park Junior High School</a>, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each.<sup id='cite_ref-524' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-524'>[524]</a></sup>","December 1, 2016","Thursday","December","2016","Utah"
"2017-01-20","West Liberty, Ohio","0","1","A 17-year-old student was charged with attempted murder and other crimes after bringing a gun to <a href='https://en.wikipedia.org/wiki/West_Liberty-Salem_High_School' title='West Liberty-Salem High School'>West Liberty-Salem High School</a> and firing two shots at 17-year-old student in a bathroom with a shotgun. The victim was injured. The student was 'also is accused of discharging the weapon in the school’s hallway before returning to the bathroom, where he was eventually taken into custody.'<sup id='cite_ref-525' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-525'>[525]</a></sup>","January 20, 2017","Friday","January","2017","Ohio"
"2017-01-20","Seattle, Washington","0","1","A 34-year-old man was shot in <a href='https://en.wikipedia.org/wiki/Red_Square_(University_of_Washington)' title='Red Square (University of Washington)'>Red Square</a> at <a href='https://en.wikipedia.org/wiki/University_of_Washington' title='University of Washington'>University of Washington</a> while protesting the visit of controversial journalist <a href='https://en.wikipedia.org/wiki/Milo_Yiannopoulos' title='Milo Yiannopoulos'>Milo Yiannopoulos</a>. The shooter turned himself in to the university police and later questioned and released without being charged with a crime.<sup id='cite_ref-WoodwardUnfolded_526-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-WoodwardUnfolded-526'>[526]</a></sup>","January 20, 2017","Friday","January","2017","Washington"
"2017-03-21","King City, California","0","1","An 18-year-old <a href='https://en.wikipedia.org/wiki/King_City_High_School' title='King City High School'>King City High School</a> student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries.<sup id='cite_ref-527' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-527'>[527]</a></sup> A suspect was arrested in August 2017.<sup id='cite_ref-528' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-528'>[528]</a></sup>","March 21, 2017","Tuesday","March","2017","California"
"2017-04-10","San Bernardino, California","3","1","<a href='https://en.wikipedia.org/wiki/North_Park_Elementary_School_shooting' title='North Park Elementary School shooting'>North Park Elementary School shooting</a>: Cedric Anderson, age 53, of <a href='https://en.wikipedia.org/wiki/Riverside,_California' title='Riverside, California'>Riverside, California</a>, died of a <a href='https://en.wikipedia.org/wiki/Murder-suicide' class='mw-redirect' title='Murder-suicide'>self-inflicted gunshot wound</a> after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.<sup id='cite_ref-529' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-529'>[529]</a></sup>","April 10, 2017","Monday","April","2017","California"
"2017-05-04","Irving, Texas","2","0","<a href='https://en.wikipedia.org/wiki/North_Lake_College' title='North Lake College'>North Lake College</a>: Adrian Victor Torres killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect has died from a <a href='https://en.wikipedia.org/wiki/Murder-suicide' class='mw-redirect' title='Murder-suicide'>self-inflicted gunshot wound</a>.<sup id='cite_ref-530' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-530'>[530]</a></sup>","May 4, 2017","Thursday","May","2017","Texas"
"2017-09-13","Rockford, Washington","1","3","<a href='https://en.wikipedia.org/wiki/Freeman_High_School_(Washington)' title='Freeman High School (Washington)'>Freeman High School</a>: Three students injured and one killed after a shooter opened fire. The suspect, a 15-year-old student, was taken into police custody.<sup id='cite_ref-531' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-531'>[531]</a></sup>","September 13, 2017","Wednesday","September","2017","Washington"
